mature_acc	terms
MIMAT0019758-1	hsa-mir-4676
MIMAT0019759-0	hsa-mir-4676-3p
MIMAT0019759-2	hsa-mir-4676
MIMAT0019760-0	hsa-mir-4677-5p
MIMAT0019760-2	hsa-mir-4677
MIMAT0019761-0	hsa-mir-4677-3p
MIMAT0019761-1	hsa-mir-4677
MIMAT0019762-0	hsa-mir-4678
MIMAT0019763-0	hsa-mir-4679
MIMAT0019763-1	hsa-mir-4679-1;hsa-mir-4679-2
MIMAT0019764-0	hsa-mir-4680-5p
MIMAT0019764-2	hsa-mir-4680
MIMAT0019765-0	hsa-mir-4680-3p
MIMAT0019765-1	hsa-mir-4680
MIMAT0019766-0	hsa-mir-4681
MIMAT0019766-1	hsa-mir-4681
MIMAT0019767-0	hsa-mir-4682
MIMAT0019768-0	hsa-mir-4683
MIMAT0019768-1	hsa-mir-4683
MIMAT0019769-0	hsa-mir-4684-5p
MIMAT0019770-0	hsa-mir-4684-3p
MIMAT0019770-1	hsa-mir-4684
MIMAT0019771-0	hsa-mir-4685-5p
MIMAT0019771-2	hsa-mir-4685
MIMAT0019772-0	hsa-mir-4685-3p
MIMAT0019772-1	hsa-mir-4685
MIMAT0019773-0	hsa-mir-4686
MIMAT0019774-0	hsa-mir-4687-5p
MIMAT0019774-1	hsa-mir-4687
MIMAT0019775-0	hsa-mir-4687-3p
MIMAT0019775-2	hsa-mir-4687
MIMAT0019776-0	hsa-mir-1343-3p
MIMAT0019776-1	hsa-mir-1343
MIMAT0019777-0	hsa-mir-4688
MIMAT0019777-1	hsa-mir-4688
MIMAT0019778-0	hsa-mir-4689
MIMAT0019778-1	hsa-mir-4689
MIMAT0019779-0	hsa-mir-4690-5p
MIMAT0019779-2	hsa-mir-4690
MIMAT0019780-0	hsa-mir-4690-3p
MIMAT0019780-1	hsa-mir-4690
MIMAT0019781-0	hsa-mir-4691-5p
MIMAT0019782-0	hsa-mir-4691-3p
MIMAT0019782-1	hsa-mir-4691
MIMAT0019783-0	hsa-mir-4692
MIMAT0019784-0	hsa-mir-4693-5p
MIMAT0019785-0	hsa-mir-4693-3p
MIMAT0019786-0	hsa-mir-4694-5p
MIMAT0019787-0	hsa-mir-4694-3p
MIMAT0019788-0	hsa-mir-4695-5p
MIMAT0019788-1	hsa-mir-4695
MIMAT0019789-0	hsa-mir-4695-3p
MIMAT0019790-0	hsa-mir-4696
MIMAT0019791-0	hsa-mir-4697-5p
MIMAT0019792-0	hsa-mir-4697-3p
MIMAT0019792-1	hsa-mir-4697
MIMAT0019793-0	hsa-mir-4698
MIMAT0019793-1	hsa-mir-4698
MIMAT0019794-0	hsa-mir-4699-5p
MIMAT0019794-2	hsa-mir-4699
MIMAT0019795-0	hsa-mir-4699-3p
MIMAT0019795-1	hsa-mir-4699
MIMAT0019796-0	hsa-mir-4700-5p
MIMAT0019796-1	hsa-mir-4700
MIMAT0019797-0	hsa-mir-4700-3p
MIMAT0019798-0	hsa-mir-4701-5p
MIMAT0019798-1	hsa-mir-4701
MIMAT0019799-0	hsa-mir-4701-3p
MIMAT0019801-0	hsa-mir-4703-5p
MIMAT0019802-0	hsa-mir-4703-3p
MIMAT0019802-1	hsa-mir-4703
MIMAT0019803-0	hsa-mir-4704-5p
MIMAT0019804-0	hsa-mir-4704-3p
MIMAT0019804-1	hsa-mir-4704
MIMAT0019805-0	hsa-mir-4705
MIMAT0019805-1	hsa-mir-4705
MIMAT0019806-0	hsa-mir-4706
MIMAT0019806-1	hsa-mir-4706
MIMAT0019807-0	hsa-mir-4707-5p
MIMAT0019807-2	hsa-mir-4707
MIMAT0019808-0	hsa-mir-4707-3p
MIMAT0019808-1	hsa-mir-4707
MIMAT0019809-0	hsa-mir-4708-5p
MIMAT0019810-0	hsa-mir-4708-3p
MIMAT0019810-1	hsa-mir-4708
MIMAT0019811-0	hsa-mir-4709-5p
MIMAT0019811-2	hsa-mir-4709
MIMAT0019812-0	hsa-mir-4709-3p
MIMAT0019812-1	hsa-mir-4709
MIMAT0019813-0	hsa-mir-203b-5p;hsa-mir-3545-5p
MIMAT0019814-0	hsa-mir-203b-3p;hsa-mir-3545-3p
MIMAT0019814-1	hsa-mir-203b;hsa-mir-3545
MIMAT0019815-0	hsa-mir-4710
MIMAT0019815-1	hsa-mir-4710
MIMAT0019816-0	hsa-mir-4711-5p
MIMAT0019817-0	hsa-mir-4711-3p
MIMAT0019818-0	hsa-mir-4712-5p
MIMAT0019819-0	hsa-mir-4712-3p
MIMAT0019819-1	hsa-mir-4712
MIMAT0019820-0	hsa-mir-4713-5p
MIMAT0019820-1	hsa-mir-4713
MIMAT0019821-0	hsa-mir-4713-3p
MIMAT0019821-2	hsa-mir-4713
MIMAT0019822-0	hsa-mir-4714-5p
MIMAT0019822-1	hsa-mir-4714
MIMAT0019823-0	hsa-mir-4714-3p
MIMAT0019823-2	hsa-mir-4714
MIMAT0019824-0	hsa-mir-4715-5p
MIMAT0019825-0	hsa-mir-4715-3p
MIMAT0019826-0	hsa-mir-4716-5p
MIMAT0019827-0	hsa-mir-4716-3p
MIMAT0019827-1	hsa-mir-4716
MIMAT0019828-0	hsa-mir-3529-5p;hsa-mir-3529
MIMAT0019828-1	hsa-mir-3529
MIMAT0019829-0	hsa-mir-4717-5p
MIMAT0019829-2	hsa-mir-4717
MIMAT0019830-0	hsa-mir-4717-3p
MIMAT0019830-1	hsa-mir-4717
MIMAT0019831-0	hsa-mir-4718
MIMAT0019832-0	hsa-mir-4719
MIMAT0019833-0	hsa-mir-4720-5p
MIMAT0019834-0	hsa-mir-4720-3p
MIMAT0019835-0	hsa-mir-4721
MIMAT0019835-1	hsa-mir-4721
MIMAT0019836-0	hsa-mir-4722-5p
MIMAT0019836-1	hsa-mir-4722
MIMAT0019837-0	hsa-mir-4722-3p
MIMAT0019837-2	hsa-mir-4722
MIMAT0019838-0	hsa-mir-4723-5p
MIMAT0019838-1	hsa-mir-4723
MIMAT0019839-0	hsa-mir-4723-3p
MIMAT0019839-2	hsa-mir-4723
MIMAT0019840-0	hsa-mir-451b
MIMAT0019841-0	hsa-mir-4724-5p
MIMAT0019841-1	hsa-mir-4724
MIMAT0019842-0	hsa-mir-4724-3p
MIMAT0019843-0	hsa-mir-4725-5p
MIMAT0019843-2	hsa-mir-4725
MIMAT0019844-0	hsa-mir-4725-3p
MIMAT0019844-1	hsa-mir-4725
MIMAT0019845-0	hsa-mir-4726-5p
MIMAT0019845-1	hsa-mir-4726
MIMAT0019846-0	hsa-mir-4726-3p
MIMAT0019847-0	hsa-mir-4727-5p
MIMAT0019848-0	hsa-mir-4727-3p
MIMAT0019848-1	hsa-mir-4727
MIMAT0019849-0	hsa-mir-4728-5p
MIMAT0019849-2	hsa-mir-4728
MIMAT0019850-0	hsa-mir-4728-3p
MIMAT0019850-1	hsa-mir-4728
MIMAT0019851-0	hsa-mir-4729
MIMAT0019852-0	hsa-mir-4730
MIMAT0019852-1	hsa-mir-4730
MIMAT0019853-0	hsa-mir-4731-5p
MIMAT0019853-1	hsa-mir-4731
MIMAT0019854-0	hsa-mir-4731-3p
MIMAT0019855-0	hsa-mir-4732-5p
MIMAT0019855-1	hsa-mir-4732
MIMAT0019856-0	hsa-mir-4732-3p
MIMAT0019856-2	hsa-mir-4732
MIMAT0019857-0	hsa-mir-4733-5p
MIMAT0019857-1	hsa-mir-4733
MIMAT0019858-0	hsa-mir-4733-3p
MIMAT0019859-0	hsa-mir-4734
MIMAT0019859-1	hsa-mir-4734
MIMAT0019860-0	hsa-mir-4735-5p
MIMAT0019861-0	hsa-mir-4735-3p
MIMAT0019861-1	hsa-mir-4735
MIMAT0019862-0	hsa-mir-4736
MIMAT0019863-0	hsa-mir-4737
MIMAT0019864-0	hsa-mir-3064-5p
MIMAT0019864-2	hsa-mir-3064
MIMAT0019865-0	hsa-mir-3064-3p
MIMAT0019865-1	hsa-mir-3064
MIMAT0019866-0	hsa-mir-4738-5p
MIMAT0019867-0	hsa-mir-4738-3p
MIMAT0019867-1	hsa-mir-4738
MIMAT0019868-0	hsa-mir-4739
MIMAT0019868-1	hsa-mir-4739
MIMAT0019869-0	hsa-mir-4740-5p
MIMAT0019870-0	hsa-mir-4740-3p
MIMAT0019871-0	hsa-mir-4741
MIMAT0019871-1	hsa-mir-4741
MIMAT0019872-0	hsa-mir-4742-5p
MIMAT0019872-2	hsa-mir-4742
MIMAT0019873-0	hsa-mir-4742-3p
MIMAT0019873-2	hsa-mir-4742
MIMAT0019874-0	hsa-mir-4743-5p;hsa-mir-4743
MIMAT0019874-1	hsa-mir-4743
MIMAT0019875-0	hsa-mir-4744
MIMAT0019875-1	hsa-mir-4744
MIMAT0019876-0	hsa-mir-3591-5p
MIMAT0019876-1	hsa-mir-3591
MIMAT0019877-0	hsa-mir-3591-3p
MIMAT0019878-0	hsa-mir-4745-5p
MIMAT0019878-1	hsa-mir-4745
MIMAT0019879-0	hsa-mir-4745-3p
MIMAT0019879-2	hsa-mir-4745
MIMAT0019880-0	hsa-mir-4746-5p
MIMAT0019880-1	hsa-mir-4746
MIMAT0019881-0	hsa-mir-4746-3p
MIMAT0019882-0	hsa-mir-4747-5p
MIMAT0019882-1	hsa-mir-4747
MIMAT0019883-0	hsa-mir-4747-3p
MIMAT0019884-0	hsa-mir-4748
MIMAT0019884-1	hsa-mir-4748
MIMAT0019885-0	hsa-mir-4749-5p
MIMAT0019885-1	hsa-mir-4749
MIMAT0019886-0	hsa-mir-4749-3p
MIMAT0019886-2	hsa-mir-4749
MIMAT0019887-0	hsa-mir-4750-5p;hsa-mir-4750
MIMAT0019887-1	hsa-mir-4750
MIMAT0019888-0	hsa-mir-4751
MIMAT0019888-1	hsa-mir-4751
MIMAT0019889-0	hsa-mir-4752
MIMAT0019890-0	hsa-mir-4753-5p
MIMAT0019890-1	hsa-mir-4753
MIMAT0019891-0	hsa-mir-4753-3p
MIMAT0019891-2	hsa-mir-4753
MIMAT0019892-0	hsa-mir-371b-5p
MIMAT0019892-1	hsa-mir-371b
MIMAT0019893-0	hsa-mir-371b-3p
MIMAT0019894-0	hsa-mir-4754
MIMAT0019894-1	hsa-mir-4754
MIMAT0019895-0	hsa-mir-4755-5p
MIMAT0019895-1	hsa-mir-4755
MIMAT0019896-0	hsa-mir-4755-3p
MIMAT0019896-2	hsa-mir-4755
MIMAT0019897-0	hsa-mir-499b-5p;hsa-mir-499a-5p
MIMAT0019897-1	hsa-mir-499b;hsa-mir-499a
MIMAT0019898-0	hsa-mir-499b-3p;hsa-mir-499a-3p
MIMAT0019899-0	hsa-mir-4756-5p
MIMAT0019900-0	hsa-mir-4756-3p
MIMAT0019900-1	hsa-mir-4756
MIMAT0019901-0	hsa-mir-4757-5p
MIMAT0019902-0	hsa-mir-4757-3p
MIMAT0019902-1	hsa-mir-4757
MIMAT0019903-0	hsa-mir-4758-5p
MIMAT0019903-2	hsa-mir-4758
MIMAT0019904-0	hsa-mir-4758-3p
MIMAT0019904-1	hsa-mir-4758
MIMAT0019905-0	hsa-mir-4759
MIMAT0019906-0	hsa-mir-4760-5p
MIMAT0019907-0	hsa-mir-4760-3p
MIMAT0019908-0	hsa-mir-4761-5p
MIMAT0019909-0	hsa-mir-4761-3p
MIMAT0019909-1	hsa-mir-4761
MIMAT0019910-0	hsa-mir-4762-5p
MIMAT0019910-2	hsa-mir-4762
MIMAT0019911-0	hsa-mir-4762-3p
MIMAT0019911-1	hsa-mir-4762
MIMAT0019912-0	hsa-mir-4763-5p
MIMAT0019913-0	hsa-mir-4763-3p
MIMAT0019913-1	hsa-mir-4763
MIMAT0019914-0	hsa-mir-4764-5p
MIMAT0019914-1	hsa-mir-4764
MIMAT0019915-0	hsa-mir-4764-3p
MIMAT0019916-0	hsa-mir-4765
MIMAT0019916-1	hsa-mir-4765
MIMAT0019917-0	hsa-mir-4766-5p
MIMAT0019917-1	hsa-mir-4766
MIMAT0019918-0	hsa-mir-4766-3p
MIMAT0019918-2	hsa-mir-4766
MIMAT0019919-0	hsa-mir-4767
MIMAT0019919-1	hsa-mir-4767
MIMAT0019920-0	hsa-mir-4768-5p
MIMAT0019920-1	hsa-mir-4768
MIMAT0019921-0	hsa-mir-4768-3p
MIMAT0019921-2	hsa-mir-4768
MIMAT0019922-0	hsa-mir-4769-5p
MIMAT0019922-1	hsa-mir-4769
MIMAT0019923-0	hsa-mir-4769-3p
MIMAT0019924-0	hsa-mir-4770
MIMAT0019924-1	hsa-mir-4770
MIMAT0019925-0	hsa-mir-4771
MIMAT0019926-0	hsa-mir-4772-5p
MIMAT0019926-2	hsa-mir-4772
MIMAT0019927-0	hsa-mir-4772-3p
MIMAT0019927-1	hsa-mir-4772
MIMAT0019928-0	hsa-mir-4773
MIMAT0019928-1	hsa-mir-4773-1;hsa-mir-4773-2
MIMAT0019929-0	hsa-mir-4774-5p
MIMAT0019929-1	hsa-mir-4774
MIMAT0019930-0	hsa-mir-4774-3p
MIMAT0019931-0	hsa-mir-4775
MIMAT0019931-1	hsa-mir-4775
MIMAT0019932-0	hsa-mir-4776-5p
MIMAT0019932-1	hsa-mir-4776-1;hsa-mir-4776-2
MIMAT0019933-0	hsa-mir-4776-3p
MIMAT0019933-2	hsa-mir-4776-1;hsa-mir-4776-2
MIMAT0019934-0	hsa-mir-4777-5p
MIMAT0019934-2	hsa-mir-4777
MIMAT0019935-0	hsa-mir-4777-3p
MIMAT0019935-2	hsa-mir-4777
MIMAT0019936-0	hsa-mir-4778-5p
MIMAT0019936-1	hsa-mir-4778
MIMAT0019937-0	hsa-mir-4778-3p
MIMAT0019937-2	hsa-mir-4778
MIMAT0019938-0	hsa-mir-4779
MIMAT0019938-1	hsa-mir-4779
MIMAT0019939-0	hsa-mir-4780
MIMAT0019940-0	hsa-mir-4436b-5p
MIMAT0019941-0	hsa-mir-4436b-3p
MIMAT0019941-1	hsa-mir-4436b-1;hsa-mir-4436b;hsa-mir-4436b-2
MIMAT0019942-0	hsa-mir-4781-5p
MIMAT0019942-2	hsa-mir-4781
MIMAT0019943-0	hsa-mir-4781-3p
MIMAT0019943-1	hsa-mir-4781
MIMAT0019944-0	hsa-mir-4782-5p
MIMAT0019944-1	hsa-mir-4782
MIMAT0019945-0	hsa-mir-4782-3p
MIMAT0019946-0	hsa-mir-4783-5p
MIMAT0019947-0	hsa-mir-4783-3p
MIMAT0019947-1	hsa-mir-4783
MIMAT0019948-0	hsa-mir-4784
MIMAT0019948-1	hsa-mir-4784
MIMAT0019949-0	hsa-mir-4785
MIMAT0019949-1	hsa-mir-4785
MIMAT0019950-0	hsa-mir-1245b-5p
MIMAT0019950-1	hsa-mir-1245b
MIMAT0019951-0	hsa-mir-1245b-3p
MIMAT0019951-2	hsa-mir-1245b
MIMAT0019952-0	hsa-mir-2467-5p
MIMAT0019953-0	hsa-mir-2467-3p
MIMAT0019953-1	hsa-mir-2467
MIMAT0019954-0	hsa-mir-4786-5p
MIMAT0019954-1	hsa-mir-4786
MIMAT0019955-0	hsa-mir-4786-3p
MIMAT0019956-0	hsa-mir-4787-5p
MIMAT0019956-1	hsa-mir-4787
MIMAT0019957-0	hsa-mir-4787-3p
MIMAT0019957-2	hsa-mir-4787
MIMAT0019958-0	hsa-mir-4788
MIMAT0019958-1	hsa-mir-4788
MIMAT0019959-0	hsa-mir-4789-5p
MIMAT0019960-0	hsa-mir-4789-3p
MIMAT0019960-1	hsa-mir-4789
MIMAT0019961-0	hsa-mir-4790-5p
MIMAT0019962-0	hsa-mir-4790-3p
MIMAT0019962-1	hsa-mir-4790
MIMAT0019963-0	hsa-mir-4791
MIMAT0019963-1	hsa-mir-4791
MIMAT0019964-0	hsa-mir-4792
MIMAT0019964-1	hsa-mir-4792
MIMAT0019965-0	hsa-mir-4793-5p
MIMAT0019966-0	hsa-mir-4793-3p
MIMAT0019966-1	hsa-mir-4793
MIMAT0019967-0	hsa-mir-4794
MIMAT0019968-0	hsa-mir-4795-5p
MIMAT0019968-2	hsa-mir-4795
MIMAT0019969-0	hsa-mir-4795-3p
MIMAT0019969-1	hsa-mir-4795
MIMAT0019970-0	hsa-mir-4796-5p
MIMAT0019970-2	hsa-mir-4796
MIMAT0019971-0	hsa-mir-4796-3p
MIMAT0019971-1	hsa-mir-4796
MIMAT0019972-0	hsa-mir-4797-5p
MIMAT0019972-2	hsa-mir-4797
MIMAT0019973-0	hsa-mir-4797-3p
MIMAT0019973-1	hsa-mir-4797
MIMAT0019974-0	hsa-mir-4798-5p
MIMAT0019975-0	hsa-mir-4798-3p
MIMAT0019976-0	hsa-mir-4799-5p
MIMAT0019976-1	hsa-mir-4799
MIMAT0019977-0	hsa-mir-4799-3p
MIMAT0019978-0	hsa-mir-4800-5p
MIMAT0019978-1	hsa-mir-4800
MIMAT0019979-0	hsa-mir-4800-3p
MIMAT0019979-2	hsa-mir-4800
MIMAT0019980-0	hsa-mir-4801
MIMAT0019981-0	hsa-mir-4802-5p
MIMAT0019982-0	hsa-mir-4802-3p
MIMAT0019982-1	hsa-mir-4802
MIMAT0019983-0	hsa-mir-4803
MIMAT0019983-1	hsa-mir-4803
MIMAT0019984-0	hsa-mir-4804-5p
MIMAT0019984-2	hsa-mir-4804
MIMAT0019985-0	hsa-mir-4804-3p
MIMAT0019985-1	hsa-mir-4804
MIMAT0020300-0	hsa-mir-4520-2-3p;hsa-mir-4520b-3p
MIMAT0020300-1	hsa-mir-4520-2;hsa-mir-4520b
MIMAT0020541-0	hsa-mir-5047
MIMAT0020600-0	hsa-mir-5095
MIMAT0020600-1	hsa-mir-5095
MIMAT0020601-0	hsa-mir-1273f
MIMAT0020601-1	hsa-mir-1273f
MIMAT0020602-0	hsa-mir-1273g-5p;hsa-mir-1273g
MIMAT0020603-0	hsa-mir-5096
MIMAT0020603-1	hsa-mir-5096
MIMAT0020924-0	hsa-mir-642a-3p
MIMAT0020924-1	hsa-mir-642a;hsa-mir-642
MIMAT0020925-0	hsa-mir-550a-3-5p
MIMAT0020925-2	hsa-mir-550a-3
MIMAT0020956-0	hsa-mir-4433a-5p;hsa-mir-4433-5p
MIMAT0020956-2	hsa-mir-4433a;hsa-mir-4433
MIMAT0020957-0	hsa-mir-548ah-3p
MIMAT0020957-1	hsa-mir-548ah
MIMAT0020958-0	hsa-mir-4482-3p
MIMAT0020959-0	hsa-mir-4536-3p
MIMAT0020959-2	hsa-mir-4536-1;hsa-mir-4536;hsa-mir-4536-2
MIMAT0021017-0	hsa-mir-4999-5p
MIMAT0021017-1	hsa-mir-4999
MIMAT0021018-0	hsa-mir-4999-3p
MIMAT0021018-2	hsa-mir-4999
MIMAT0021019-0	hsa-mir-5000-5p
MIMAT0021019-2	hsa-mir-5000
MIMAT0021020-0	hsa-mir-5000-3p
MIMAT0021020-1	hsa-mir-5000
MIMAT0021021-0	hsa-mir-5001-5p
MIMAT0021021-1	hsa-mir-5001
MIMAT0021022-0	hsa-mir-5001-3p
MIMAT0021022-2	hsa-mir-5001
MIMAT0021023-0	hsa-mir-5002-5p
MIMAT0021023-1	hsa-mir-5002
MIMAT0021024-0	hsa-mir-5002-3p
MIMAT0021025-0	hsa-mir-5003-5p
MIMAT0021026-0	hsa-mir-5003-3p
MIMAT0021027-0	hsa-mir-5004-5p
MIMAT0021027-1	hsa-mir-5004
MIMAT0021028-0	hsa-mir-5004-3p
MIMAT0021028-2	hsa-mir-5004
MIMAT0021029-0	hsa-mir-548ao-5p
MIMAT0021030-0	hsa-mir-548ao-3p
MIMAT0021030-1	hsa-mir-548ao
MIMAT0021033-0	hsa-mir-5006-5p
MIMAT0021034-0	hsa-mir-5006-3p
MIMAT0021034-1	hsa-mir-5006
MIMAT0021035-0	hsa-mir-5007-5p
MIMAT0021036-0	hsa-mir-5007-3p
MIMAT0021037-0	hsa-mir-548ap-5p
MIMAT0021037-1	hsa-mir-548ap
MIMAT0021038-0	hsa-mir-548ap-3p
MIMAT0021039-0	hsa-mir-5008-5p
MIMAT0021040-0	hsa-mir-5008-3p
MIMAT0021040-1	hsa-mir-5008
MIMAT0021041-0	hsa-mir-5009-5p
MIMAT0021041-1	hsa-mir-5009
MIMAT0021042-0	hsa-mir-5009-3p
MIMAT0021042-2	hsa-mir-5009
MIMAT0021043-0	hsa-mir-5010-5p
MIMAT0021043-1	hsa-mir-5010
MIMAT0021044-0	hsa-mir-5010-3p
MIMAT0021044-2	hsa-mir-5010
MIMAT0021045-0	hsa-mir-5011-5p
MIMAT0021046-0	hsa-mir-5011-3p
MIMAT0021079-0	hsa-mir-5087
MIMAT0021080-0	hsa-mir-5088-5p
MIMAT0021081-0	hsa-mir-5089-5p;hsa-mir-5089
MIMAT0021081-1	hsa-mir-5089
MIMAT0021082-0	hsa-mir-5090
MIMAT0021082-1	hsa-mir-5090
MIMAT0021083-0	hsa-mir-5091
MIMAT0021083-1	hsa-mir-5091
MIMAT0021084-0	hsa-mir-5092
MIMAT0021084-1	hsa-mir-5092
MIMAT0021085-0	hsa-mir-5093
MIMAT0021085-1	hsa-mir-5093
MIMAT0021086-0	hsa-mir-5094
MIMAT0021086-1	hsa-mir-5094
MIMAT0021116-0	hsa-mir-5186
MIMAT0021117-0	hsa-mir-5187-5p
MIMAT0021117-1	hsa-mir-5187
MIMAT0021118-0	hsa-mir-5187-3p
MIMAT0021119-0	hsa-mir-5188
MIMAT0021119-1	hsa-mir-5188
MIMAT0021120-0	hsa-mir-5189-5p
MIMAT0021120-1	hsa-mir-5189
MIMAT0021121-0	hsa-mir-5190
MIMAT0021122-0	hsa-mir-5191
MIMAT0021122-1	hsa-mir-5191
MIMAT0021123-0	hsa-mir-5192
MIMAT0021123-1	hsa-mir-5192
MIMAT0021124-0	hsa-mir-5193
MIMAT0021124-1	hsa-mir-5193
MIMAT0021125-0	hsa-mir-5194
MIMAT0021125-1	hsa-mir-5194
MIMAT0021126-0	hsa-mir-5195-5p
MIMAT0021126-1	hsa-mir-5195
MIMAT0021127-0	hsa-mir-5195-3p
MIMAT0021127-2	hsa-mir-5195
MIMAT0021128-0	hsa-mir-5196-5p
MIMAT0021128-2	hsa-mir-5196
MIMAT0021129-0	hsa-mir-5196-3p
MIMAT0021129-1	hsa-mir-5196
MIMAT0021130-0	hsa-mir-5197-5p
MIMAT0021131-0	hsa-mir-5197-3p
MIMAT0022255-0	hsa-mir-4524b-5p
MIMAT0022256-0	hsa-mir-4524b-3p
MIMAT0022257-0	hsa-mir-5571-5p
MIMAT0022257-1	hsa-mir-5571
MIMAT0022258-0	hsa-mir-5571-3p
MIMAT0022258-2	hsa-mir-5571
MIMAT0022259-0	hsa-mir-5100
MIMAT0022259-1	hsa-mir-5100
MIMAT0022260-0	hsa-mir-5572
MIMAT0022263-0	hsa-mir-548aq-5p
MIMAT0022263-2	hsa-mir-548aq
MIMAT0022264-0	hsa-mir-548aq-3p
MIMAT0022264-1	hsa-mir-548aq
MIMAT0022265-0	hsa-mir-548ar-5p
MIMAT0022265-2	hsa-mir-548ar
MIMAT0022266-0	hsa-mir-548ar-3p
MIMAT0022266-1	hsa-mir-548ar
MIMAT0022267-0	hsa-mir-548as-5p
MIMAT0022268-0	hsa-mir-548as-3p
MIMAT0022269-0	hsa-mir-5579-5p
MIMAT0022269-2	hsa-mir-5579
MIMAT0022270-0	hsa-mir-5579-3p
MIMAT0022270-1	hsa-mir-5579
MIMAT0022271-0	hsa-mir-664b-5p;hsa-mir-644b-5p
MIMAT0022271-1	hsa-mir-664b;hsa-mir-644b
MIMAT0022272-0	hsa-mir-664b-3p;hsa-mir-644b-3p
MIMAT0022272-2	hsa-mir-664b;hsa-mir-644b
MIMAT0022273-0	hsa-mir-5580-5p
MIMAT0022274-0	hsa-mir-5580-3p
MIMAT0022274-1	hsa-mir-5580
MIMAT0022275-0	hsa-mir-5581-5p
MIMAT0022275-2	hsa-mir-5581
MIMAT0022276-0	hsa-mir-5581-3p
MIMAT0022276-1	hsa-mir-5581
MIMAT0022277-0	hsa-mir-548at-5p
MIMAT0022277-1	hsa-mir-548at
MIMAT0022278-0	hsa-mir-548at-3p
MIMAT0022278-2	hsa-mir-548at
MIMAT0022279-0	hsa-mir-5582-5p
MIMAT0022280-0	hsa-mir-5582-3p
MIMAT0022280-1	hsa-mir-5582
MIMAT0022281-0	hsa-mir-5583-5p
MIMAT0022282-0	hsa-mir-5583-3p
MIMAT0022283-0	hsa-mir-5584-5p
MIMAT0022284-0	hsa-mir-5584-3p
MIMAT0022285-0	hsa-mir-5585-5p
MIMAT0022286-0	hsa-mir-5585-3p
MIMAT0022286-1	hsa-mir-5585
MIMAT0022287-0	hsa-mir-5586-5p
MIMAT0022288-0	hsa-mir-5586-3p
MIMAT0022288-1	hsa-mir-5586
MIMAT0022289-0	hsa-mir-5587-5p
MIMAT0022290-0	hsa-mir-5587-3p
MIMAT0022291-0	hsa-mir-548au-5p
MIMAT0022291-1	hsa-mir-548au
MIMAT0022292-0	hsa-mir-548au-3p
MIMAT0022293-0	hsa-mir-1295b-5p
MIMAT0022294-0	hsa-mir-1295b-3p
MIMAT0022295-0	hsa-mir-5588-5p
MIMAT0022295-1	hsa-mir-5588
MIMAT0022296-0	hsa-mir-5588-3p
MIMAT0022297-0	hsa-mir-5589-5p
MIMAT0022298-0	hsa-mir-5589-3p
MIMAT0022299-0	hsa-mir-5590-5p
MIMAT0022300-0	hsa-mir-5590-3p
MIMAT0022301-0	hsa-mir-5591-5p
MIMAT0022302-0	hsa-mir-5591-3p
MIMAT0022303-0	hsa-mir-548av-5p
MIMAT0022303-1	hsa-mir-548av
MIMAT0022304-0	hsa-mir-548av-3p
MIMAT0022468-0	hsa-mir-5680
MIMAT0022468-1	hsa-mir-5680
MIMAT0022469-0	hsa-mir-5681a
MIMAT0022470-0	hsa-mir-5682
MIMAT0022470-1	hsa-mir-5682
MIMAT0022471-0	hsa-mir-548aw
MIMAT0022471-1	hsa-mir-548aw
MIMAT0022472-0	hsa-mir-5683
MIMAT0022473-0	hsa-mir-5684
MIMAT0022473-1	hsa-mir-5684
MIMAT0022474-0	hsa-mir-548ax
MIMAT0022474-1	hsa-mir-548ax
MIMAT0022475-0	hsa-mir-5685
MIMAT0022476-0	hsa-mir-5692c
MIMAT0022476-1	hsa-mir-5692c-1;hsa-mir-5692c-2
MIMAT0022478-0	hsa-mir-5687
MIMAT0022479-0	hsa-mir-5688
MIMAT0022480-0	hsa-mir-5681b
MIMAT0022481-0	hsa-mir-5689
MIMAT0022482-0	hsa-mir-5690
MIMAT0022482-1	hsa-mir-5690
MIMAT0022483-0	hsa-mir-5691
MIMAT0022484-0	hsa-mir-5692a
MIMAT0022485-0	hsa-mir-4666b
MIMAT0022486-0	hsa-mir-5693
MIMAT0022487-0	hsa-mir-5694
MIMAT0022488-0	hsa-mir-5695
MIMAT0022488-1	hsa-mir-5695
MIMAT0022489-0	hsa-mir-5696
MIMAT0022489-1	hsa-mir-5696
MIMAT0022490-0	hsa-mir-5697
MIMAT0022490-1	hsa-mir-5697
MIMAT0022491-0	hsa-mir-5698
MIMAT0022491-1	hsa-mir-5698
MIMAT0022492-0	hsa-mir-5699-3p
MIMAT0022492-2	hsa-mir-5699
MIMAT0022493-0	hsa-mir-5700
MIMAT0022494-0	hsa-mir-5701
MIMAT0022494-1	hsa-mir-5701-1;hsa-mir-5701-2;hsa-mir-5701-3
MIMAT0022495-0	hsa-mir-5702
MIMAT0022496-0	hsa-mir-5703
MIMAT0022496-1	hsa-mir-5703
MIMAT0022497-0	hsa-mir-5692b
MIMAT0022498-0	hsa-mir-5704
MIMAT0022499-0	hsa-mir-5705
MIMAT0022500-0	hsa-mir-5706
MIMAT0022500-1	hsa-mir-5706
MIMAT0022501-0	hsa-mir-5707
MIMAT0022502-0	hsa-mir-5708
MIMAT0022502-1	hsa-mir-5708
